index,smiles,name,opsin_smiles,std_original,std_opsin
896,COC(=O)[C@]12COc3ccccc3[C@H]1c1c(n(C)c(=O)n(C)c1=O)O[C@H]2c1ccc(C)cc1,"methyl(1R,9S,10S)-4,6-dimethyl-9-(4-methylphenyl)-3,5-dioxo-8,12-dioxa-4,6-diazatetracyclo[8.8.0.02,7.013,18]octadeca-2(7),13,15,17-tetraene-10-carboxylate",COC(=O)[C@]12[C@@H](OC=3N(C(N(C(C3[C@H]2C2=CC=CC=C2OC1)=O)C)=O)C)C1=CC=C(C=C1)C,COC(=O)[C@]12COc3ccccc3[C@H]1c1c(n(C)c(=O)n(C)c1=O)O[C@H]2c1ccc(C)cc1,COC(=O)[C@]12COc3ccccc3[C@@H]1c1c(n(C)c(=O)n(C)c1=O)O[C@H]2c1ccc(C)cc1
908,O[C@H]1CCOO1,(3R)-dioxolan-3-ol,,O[C@H]1CCOO1,
924,Cc1cccc(N2C(=O)[C@H]3[C@H]4CCCN4[C@@]4(C(=O)Nc5ccccc54)[C@H]3C2=O)c1,"(3S,3'aS,8'aR,8'bR)-2'-(3-methylphenyl)spiro[1H-indole-3,4'-3a,6,7,8,8a,8b-hexahydropyrrolo[3,4-a]pyrrolizine]-1',2,3'-trione",,Cc1cccc(-n2c(O)c3c(c2O)[C@]2(C(=O)Nc4ccccc42)N2CCC[C@H]32)c1,
928,Cc1cc([N+](=O)[O-])ccc1N1C(=O)[C@H]2[C@@H](C1=O)[C@]1(C(=O)Nc3c1ccc(Cl)c3C)N1CCC[C@@H]21,"(3S,3'aR,8'aS,8'bS)-6-chloro-7-methyl-2'-(2-methyl-4-nitrophenyl)spiro[1H-indole-3,4'-3a,6,7,8,8a,8b-hexahydropyrrolo[3,4-a]pyrrolizine]-1',2,3'-trione",,Cc1cc([N+](=O)[O-])ccc1-n1c(O)c2c(c1O)[C@]1(C(=O)Nc3c1ccc(Cl)c3C)N1CCC[C@@H]21,
931,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@]2(C(F)(F)F)CCN(Cc3ccccc3)C2)C1,"5-O-[(3R)-1-benzyl-3-(trifluoromethyl)pyrrolidin-3-yl]3-O-methyl2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate",,COC(=O)C1=C(C)N=C(C)C(C(=O)O[C@]2(C(F)(F)F)CCN(Cc3ccccc3)C2)C1,
937,O=C(O)[C@@H]1[C@H]2C[C@H]3[C@@H]1C(=O)Oc1ccc([N+](=O)[O-])cc1[C@@H]1c4sc(=O)[nH]c4S[C@@H]2[C@@H]13,"(1R,2R,4R,5S,6S,15S,22S)-12-nitro-7,18-dioxo-8-oxa-17,21-dithia-19-azahexacyclo[13.7.0.02,6.04,22.09,14.016,20]docosa-9(14),10,12,16(20)-tetraene-5-carboxylicacid",[N+](=O)([O-])C=1C=CC=2OC([C@@H]3[C@@H]([C@H]4C[C@H]3[C@H]3[C@H]4SC=4NC(SC4[C@@H]3C2C1)=O)C(=O)O)=O,O=C(O)C1C2C(=O)Oc3ccc([N+](=O)[O-])cc3[C@@H]3c4sc(=O)[nH]c4S[C@@H]4[C@@H]3[C@H]2C[C@H]14,O=C(O)C1C2C(=O)Oc3ccc([N+](=O)[O-])cc3[C@H]3c4sc(=O)[nH]c4S[C@@H]4[C@@H]3[C@@H]2C[C@H]14
1210,Cc1ccc(C)c([C@@H](N)C(C)(C)CO)c1,"(3S)-3-amino-3-(2,5-dimethylphenyl)-2,2-dimethylpropan-1-ol",N[C@H](C(CO)(C)C)C1=C(C=CC(=C1)C)C,Cc1ccc(C)c([C@@H](N)C(C)(C)CO)c1,Cc1ccc(C)c([C@H](N)C(C)(C)CO)c1
1235,CCC1C(C)(O)NC(=O)C12C(=O)[N-]C(=N)[C+]2C=N,"4-ethyl-3-hydroxy-8-imino-9-methanimidoyl-3-methyl-2-aza-7-azonia-7-azanidaspiro[4.4]nonane-1,6-dione",,CCC1C(C)(O)NC(=O)C12C(=O)[N-]C(=N)[C+]2C=N,
1272,O=C(O)C1CCCN(CCOC2c3cc(Cl)ccc3OCOc3ccc(Cl)cc32)C1,"1-[2-[(3,7-dichloro-5H-benzo[d][1,3]benzodioxocin-5-yl)oxy]ethyl]piperidine-3-carboxylicacid",,O=C(O)C1CCCN(CCOC2c3cc(Cl)ccc3OCOc3ccc(Cl)cc32)C1,
1276,CC(=O)O[C@@H]1CCN2C(=O)Nc3ccc(F)cc3[C@@H]2C1,"[(10R,11aS)-2-fluoro-6-oxo-5,8,9,10,11,11a-hexahydropyrido[1,2-c]quinazolin-10-yl]acetate",FC=1C=C2[C@H]3N(C(NC2=CC1)=O)CC[C@H](C3)CC(=O)[O-],CC(=O)O[C@@H]1CCN2C(=O)Nc3ccc(F)cc3[C@@H]2C1,O=C(O)C[C@@H]1CCN2C(=O)Nc3ccc(F)cc3[C@@H]2C1
1410,CC(=O)OC1=C2C3C=C(CCCCCc4cccc(Cl)c4)C=CC3=C3CCCCC3N2CC(O)C1,"[11-[5-(3-chlorophenyl)pentyl]-7-hydroxy-2,3,4,4a,6,7,8,9b-octahydro-1H-pyrido[1,2-f]phenanthridin-9-yl]acetate",ClC=1C=C(C=CC1)CCCCCC1=CC2C=3N(C4CCCCC4=C2C=C1)CC(CC3CC(=O)[O-])O,CC(=O)OC1=C2C3C=C(CCCCCc4cccc(Cl)c4)C=CC3=C3CCCCC3N2CC(O)C1,O=C(O)CC1=C2C3C=C(CCCCCc4cccc(Cl)c4)C=CC3=C3CCCCC3N2CC(O)C1
1476,CCN1C(=O)[C@@H]2C[C@@H](OS(C)(=O)=O)CN2C1(C)C,"[(6R,7aS)-2-ethyl-3,3-dimethyl-1-oxo-5,6,7,7a-tetrahydropyrrolo[1,2-c]imidazol-6-yl]methanesulfonate",C(C)N1C(N2[C@H](C1=O)C[C@H](C2)CS(=O)(=O)[O-])(C)C,CCN1C(=O)C2C[C@@H](OS(C)(=O)=O)CN2C1(C)C,CCN1C(=O)C2C[C@@H](CS(=O)(=O)O)CN2C1(C)C
1498,CCOC(=O)c1nnc(N2CCN(C(C)c3ccc4/c(c3)=C/C=C/C=C\N=4)CC2)s1,"ethyl5-[4-[1-[(2Z,4E,6Z)-1-benzazocin-8-yl]ethyl]piperazin-1-yl]-1,3,4-thiadiazole-2-carboxylate",C(C)OC(=O)C=1SC(=NN1)N1CCN(CC1)C(C)C=1C=CC/2=C(\C=C/C=C/C=N2)C1,CCOC(=O)c1nnc(N2CCN(C(C)c3ccc4/c(c3)=C/C=C/C=C\N=4)CC2)s1,CCOC(=O)c1nnc(N2CCN(C(C)c3ccc4c(c3)\C=C/C=C/C=N\4)CC2)s1
1513,CN(C)C(=O)Sc1cccc(NC(=O)c2cccc([N+](=O)[O-])c2)c1,"S-[3-[(3-nitrobenzoyl)amino]phenyl]N,N-dimethylcarbamothioate",[N+](=O)([O-])C=1C=C(C(=O)NC=2C=C(C=CC2)S=C(N(C)C)[O-])C=CC1,CN(C)C(=O)Sc1cccc(NC(=O)c2cccc([N+](=O)[O-])c2)c1,CN(C)C(=O)[SH2]c1cccc(NC(=O)c2cccc([N+](=O)[O-])c2)c1
1607,CC(=O)Oc1ccc(C(O)CN)cc1S(C)=O,[4-(2-amino-1-hydroxyethyl)-2-methylsulfinylphenyl]acetate,NCC(O)C1=CC(=C(C=C1)CC(=O)[O-])S(=O)C,CC(=O)Oc1ccc(C(O)CN)cc1[S+](C)[O-],C[S+]([O-])c1cc(C(O)CN)ccc1CC(=O)O
1635,Cn1cnc2cc(OS(=O)(=O)Cc3ccc(F)cc3)ccc21,(1-methylbenzimidazol-5-yl)(4-fluorophenyl)methanesulfonate,CN1C=NC2=C1C=CC(=C2)C(S(=O)(=O)[O-])C2=CC=C(C=C2)F,Cn1cnc2cc(OS(=O)(=O)Cc3ccc(F)cc3)ccc21,Cn1cnc2cc(C(c3ccc(F)cc3)S(=O)(=O)O)ccc21
1644,CC(=O)Oc1ccccc1-c1nc(C=Cc2ccccc2)no1,"[2-[3-(2-phenylethenyl)-1,2,4-oxadiazol-5-yl]phenyl]acetate",C1(=CC=CC=C1)C=CC1=NOC(=N1)C1=C(C=CC=C1)CC(=O)[O-],CC(=O)Oc1ccccc1-c1nc(C=Cc2ccccc2)no1,O=C(O)Cc1ccccc1-c1nc(C=Cc2ccccc2)no1
1660,C[C@]12CC[C@H](O)C[C@@H]1CC1(OCCO1)[C@@H]1[C@H]2CC[C@@]2(C)[C@H]1CCC21OCCO1,"(3'S,5'R,8'R,9'R,10'S,13'S,14'S)-10',13'-dimethylspiro[1,3-dioxolane-2,7'-1,2,3,4,5,6,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthrene]-3'-ol",,C[C@]12CC[C@H](O)C[C@@H]1CC1(OCCO1)[C@@H]1[C@H]2CC[C@@]2(C)[C@H]1CCC21OCCO1,
1667,[C-]#[N+][C@@H]1C[C@H](F)CN1C(=O)CC[C@]1(C)CC[C@H](CCC(=O)C2CCC(F)(F)CC2)C1(C)C,"1-(4,4-difluorocyclohexyl)-3-[(1S,3S)-3-[3-[(2R,4S)-4-fluoro-2-isocyanopyrrolidin-1-yl]-3-oxopropyl]-2,2,3-trimethylcyclopentyl]propan-1-one",FC1(CCC(CC1)C(CC[C@H]1C([C@](CC1)(C)CCC(=O)N1[C@@H](C[C@@H](C1)F)[N+]#[C-])(C)C)=O)F,[C-]#[N+][C@@H]1C[C@H](F)CN1C(=O)CC[C@]1(C)CC[C@H](CCC(=O)C2CCC(F)(F)CC2)C1(C)C,[C-]#[N+][C@@H]1C[C@H](F)CN1C(=O)CC[C@]1(C)CC[C@@H](CCC(=O)C2CCC(F)(F)CC2)C1(C)C
1677,CCOC(=O)Oc1cc(OCC)cc(OC)c1C(=O)CCc1ccc(OC)cc1,[5-ethoxy-3-methoxy-2-[3-(4-methoxyphenyl)propanoyl]phenyl]ethylcarbonate,C(C)OC=1C=C(C(=C(C1)CCOC([O-])=O)C(CCC1=CC=C(C=C1)OC)=O)OC,CCOC(=O)Oc1cc(OCC)cc(OC)c1C(=O)CCc1ccc(OC)cc1,CCOc1cc(CCOC(=O)O)c(C(=O)CCc2ccc(OC)cc2)c(OC)c1
1770,COC(=O)c1cc2c(cc1[N+](=O)[O-])N(C(=O)OC(C)(C)C)c1ccccc1O2,"10-O-tert-butyl3-O-methyl2-nitrophenoxazine-3,10-dicarboxylate",,COC(=O)c1cc2c(cc1[N+](=O)[O-])N(C(=O)OC(C)(C)C)c1ccccc1O2,
1878,Cc1cn(C[C@@H]2[C@H](F)C2(CO)CO)c(=O)[nH]c1=O,"1-[[(1S,3S)-3-fluoro-2,2-bis(hydroxymethyl)cyclopropyl]methyl]-5-methylpyrimidine-2,4-dione",F[C@@H]1C([C@H]1CN1C(NC(C(=C1)C)=O)=O)(CO)CO,Cc1cn(C[C@@H]2[C@H](F)C2(CO)CO)c(=O)[nH]c1=O,Cc1cn(C[C@H]2[C@H](F)C2(CO)CO)c(=O)[nH]c1=O
1907,CC(=O)On1c(C2CCCCC2)cc(C)cc1=O,(2-cyclohexyl-4-methyl-6-oxopyridin-1-yl)acetate,C1(CCCCC1)C=1N(C(C=C(C1)C)=O)CC(=O)[O-],CC(=O)On1c(C2CCCCC2)cc(C)cc1=O,Cc1cc(C2CCCCC2)n(CC(=O)O)c(=O)c1
1918,COc1cc(C)c(/C=C/C(C)=C/CC/C(C)=C/COC(C)=O)c(C)c1Cl,"[(2E,6E,8E)-9-(3-chloro-4-methoxy-2,6-dimethylphenyl)-3,7-dimethylnona-2,6,8-trienyl]acetate",ClC=1C(=C(C(=CC1OC)C)/C=C/C(=C/CC/C(=C/CCC(=O)[O-])/C)/C)C,COc1cc(C)c(/C=C/C(C)=C/CC/C(C)=C/COC(C)=O)c(C)c1Cl,COc1cc(C)c(/C=C/C(C)=C/CC/C(C)=C/CCC(=O)O)c(C)c1Cl
2010,CCCCCCCCCCOC(=O)c1cccc(C(=O)OCC(CC)CC)n1,"2-O-decyl6-O-(2-ethylbutyl)pyridine-2,6-dicarboxylate",,CCCCCCCCCCOC(=O)c1cccc(C(=O)OCC(CC)CC)n1,
2027,CCOP(=O)(OCC)OC(F)(F)F,diethyltrifluoromethylphosphate,,CCOP(=O)(OCC)OC(F)(F)F,
2069,C=C[C@@]1(OC(C)=O)CC[C@@]2(C)[C@@H](CC[C@@H]3[C@H]4CCC5(OCCO5)[C@@]4(C)CC[C@@H]32)C1,"[(3'R,5'S,8'S,9'S,10'S,13'S,14'R)-3'-ethenyl-10',13'-dimethylspiro[1,3-dioxolane-2,17'-2,4,5,6,7,8,9,11,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthrene]-3'-yl]acetate",C(=C)[C@@]1(CC[C@@]2([C@H]3CC[C@@]4(C5(CC[C@@H]4[C@H]3CC[C@H]2C1)OCCO5)C)C)CC(=O)[O-],C=C[C@@]1(OC(C)=O)CC[C@@]2(C)[C@@H](CC[C@@H]3[C@H]4CCC5(OCCO5)[C@@]4(C)CC[C@@H]32)C1,C=C[C@]1(CC(=O)O)CC[C@@]2(C)[C@@H](CC[C@@H]3[C@H]4CCC5(OCCO5)[C@@]4(C)CC[C@@H]32)C1
2149,O=C(CCCOCCOCCSSc1ccccn1)ON1C(=O)CCC1=O,"(2,5-dioxopyrrolidin-1-yl)4-[2-[2-(pyridin-2-yldisulfanyl)ethoxy]ethoxy]butanoate",O=C1N(C(CC1)=O)C(C(=O)[O-])CCOCCOCCSSC1=NC=CC=C1,O=C(CCCOCCOCCSSc1ccccn1)On1c(O)ccc1O,O=C(O)C(CCOCCOCCSSc1ccccn1)n1c(O)ccc1O
2151,CC(=O)ONC(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,"[[2-cyano-3-(3,4-dihydroxy-5-nitrophenyl)prop-2-enoyl]amino]acetate",C(#N)C(C(=O)NCC(=O)[O-])=CC1=CC(=C(C(=C1)[N+](=O)[O-])O)O,CC(=O)ONC(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,N#CC(Cc1cc(O)c(O)c([N+](=O)[O-])c1)C(=O)N=CC(=O)O
2160,CCn1nnc2c(F)c([C@@H](c3cc(CO)c(Cl)s3)C(C)(C)C(=O)OCc3ccccc3)ccc21,"benzyl(3R)-3-[5-chloro-4-(hydroxymethyl)thiophen-2-yl]-3-(1-ethyl-4-fluorobenzotriazol-5-yl)-2,2-dimethylpropanoate",C(C1=CC=CC=C1)OC(C([C@H](C1=C(C2=C(N(N=N2)CC)C=C1)F)C=1SC(=C(C1)CO)Cl)(C)C)=O,CCn1nnc2c(F)c([C@@H](c3cc(CO)c(Cl)s3)C(C)(C)C(=O)OCc3ccccc3)ccc21,CCn1nnc2c(F)c([C@H](c3cc(CO)c(Cl)s3)C(C)(C)C(=O)OCc3ccccc3)ccc21
2203,ClP1(Cl)=N[P@@]2(=N[P@]3(=N1)NCCS3)NCCS2,"(5R,7R)-13,13-dichloro-4,8-dithia-1,6,11,12,14-pentaza-5λ5,7λ5,13λ5-triphosphadispiro[4.1.47.35]tetradeca-5,7(12),13-triene",ClP=1(N=[P@]2(N=[P@@]3(SCCN3)N1)SCCN2)Cl,ClP1(Cl)=N[P@@]2(=N[P@]3(=N1)NCCS3)NCCS2,ClP1(Cl)=N[P@]2(=N[P@]3(=N1)NCCS3)NCCS2
2255,CC(=O)N(CCCC(=O)O)Cc1cnc2c3[nH]cnc3ncn12,"4-[acetyl(1H-imidazo[2,1-f]purin-7-ylmethyl)amino]butanoicacid",C(C)(=O)N(CCCC(=O)O)CC=1N=C2N=C3NC=NC=C3N2C1,CC(=O)N(CCCC(=O)O)Cc1cnc2c3[nH]cnc3ncn12,CC(=O)N(CCCC(=O)O)Cc1cn2c(n1)[nH]c1ncncc12
2263,CC1CC2C3CCC(=O)C3(C)CCC2C2(C)CCN(C)C(=O)C=C12,"5,8,10a,12a-tetramethyl-3,3a,3b,4,5,9,10,10b,11,12-decahydro-2H-indeno[4,5-i][3]benzazepine-1,7-dione",,CC1CC2C3CCC(=O)C3(C)CCC2C2(C)CCN(C)C(=O)C=C12,
2268,O=C1C[C@@H](c2cccs2)CC2=C1[C@H](c1c(F)cccc1Cl)Nc1ccccc1N2,"(6R,9S)-6-(2-chloro-6-fluorophenyl)-9-thiophen-2-yl-5,6,8,9,10,11-hexahydrobenzo[b][1,4]benzodiazepin-7-one",ClC1=C(C(=CC=C1)F)[C@H]1C(C[C@@H](C2=C1NC1=C(CN2)C=CC=C1)C=1SC=CC1)=O,O=C1C[C@@H](c2cccs2)CC2=Nc3ccccc3N[C@@H](c3c(F)cccc3Cl)C12,O=C1C[C@H](c2cccs2)C2NCc3ccccc3N=C2C1c1c(F)cccc1Cl
2301,O=C(CCc1ccco1)N1CCc2c([nH]c3ccccc23)[C@@H]1c1c(F)cccc1Cl,"1-[(1R)-1-(2-chloro-6-fluorophenyl)-1,3,4,9-tetrahydropyrido[3,4-b]indol-2-yl]-3-(furan-2-yl)propan-1-one",ClC1=C(C(=CC=C1)F)[C@H]1N(CCC2=C1NC1=CC=CC=C21)C(CCC=2OC=CC2)=O,O=C(CCc1ccco1)N1CCc2c([nH]c3ccccc23)[C@@H]1c1c(F)cccc1Cl,O=C(CCc1ccco1)N1CCc2c([nH]c3ccccc23)[C@H]1c1c(F)cccc1Cl
2310,CCOC(=O)[C@H]1C[C@H]2CCCC3(SCCCS3)[C@H]2N1C,"ethyl(2'R,3'aR,7'aS)-1'-methylspiro[1,3-dithiane-2,7'-3,3a,4,5,6,7a-hexahydro-2H-indole]-2'-carboxylate",,CCOC(=O)C1C[C@H]2CCCC3(SCCCS3)[C@H]2N1C,
2316,CN1C(=O)c2cc(NS(=O)(=O)c3ccc4ccccc4c3)ccc2Oc2ccccc21,"N-(5-methyl-6-oxobenzo[b][1,4]benzoxazepin-8-yl)naphthalene-2-sulfonamide",,CN1C(=O)c2cc(NS(=O)(=O)c3ccc4ccccc4c3)ccc2Oc2ccccc21,
2351,COC(=O)Oc1cc(NC(=O)c2ccccc2N2CCOCC2)cn1C,methyl[1-methyl-4-[(2-morpholin-4-ylbenzoyl)amino]pyrrol-2-yl]carbonate,,COC(=O)Oc1cc(NC(=O)c2ccccc2N2CCOCC2)cn1C,
2359,O=c1[nH]c(NCCCN2CCOCC2)nc2c1Cc1ccccc1OC2,"3-(3-morpholin-4-ylpropylamino)-5,11-dihydro-2H-[1]benzoxepino[3,4-d]pyrimidin-1-one",,O=c1[nH]c(NCCCN2CCOCC2)nc2c1Cc1ccccc1OC2,
2423,CCC1CC2(Cc3ccc(C#N)cc3C23N=C(N)N(CC2COCCO2)C3=O)CC(C)C1O,"2'-amino-1'-(1,4-dioxan-2-ylmethyl)-3'-ethyl-4'-hydroxy-5'-methyl-5'-oxospiro[1H-indene-3,1'-imidazole]-5-carbonitrile",,CCC1CC2(Cc3ccc(C#N)cc3C23N=C(N)N(CC2COCCO2)C3=O)CC(C)C1O,
2463,CCN1CC2(CNC2OC(C)=O)O[C@H](C)C1=O,"[(6R)-8-ethyl-6-methyl-7-oxo-5-oxa-2,8-diazaspiro[3.5]nonan-3-yl]acetate",C(C)N1C([C@H](OC2(C(NC2)CC(=O)[O-])C1)C)=O,CCN1CC2(CNC2OC(C)=O)OC(C)C1=O,CCN1CC2(CNC2CC(=O)O)OC(C)C1=O
2487,Oc1cccc2c1[C@@H]1[C@H](O2)O[C@H]2Oc3cccc(O)c3[C@H]21,"(1R,2R,10S,12R)-9,11,13-trioxapentacyclo[10.7.0.02,10.03,8.014,19]nonadeca-3,5,7,14,16,18-hexaene-4,18-diol",[C@@H]12[C@@H]3C4=C(C=CC=C4O[C@H]3O[C@H]2OC2=CC=CC(=C21)O)O,Oc1cccc2c1[C@@H]1[C@H](O2)O[C@H]2Oc3cccc(O)c3[C@H]21,Oc1cccc2c1[C@@H]1[C@H](O2)O[C@@H]2Oc3cccc(O)c3[C@H]21
2571,CCC1OC(n2ccc(=O)[nH]c2=O)C(OC(C)=O)[C@H]1OC(C)=O,"[(3S)-4-acetyloxy-5-(2,4-dioxopyrimidin-1-yl)-2-ethyloxolan-3-yl]acetate",C(C)(=O)OC1[C@H](C(OC1N1C(NC(C=C1)=O)=O)CC)CC(=O)[O-],CCC1OC(n2ccc(=O)[nH]c2=O)C(OC(C)=O)[C@H]1OC(C)=O,CCC1OC(n2ccc(=O)[nH]c2=O)C(OC(C)=O)[C@H]1CC(=O)O
