index,smiles,name,opsin_smiles,std_original,std_opsin
1450,CNC(=O)OC=N,methylcarbamoylmethanimidate,CNC(=O)C([O-])=N,CNC(=O)OC=N,CNC(=O)C(N)=O
1480,CC(CO)OC=N,1-hydroxypropan-2-ylmethanimidate,OCC(C)C([O-])=N,CC(CO)OC=N,CC(CO)C(N)=O
1481,CC(CO)OC=O,1-hydroxypropan-2-ylformate,OCC(C)C(=O)[O-],CC(CO)OC=O,CC(CO)C(=O)O
1484,CCC(C)OC=O,butan-2-ylformate,CC(CC)C(=O)[O-],CCC(C)OC=O,CCC(C)C(=O)O
1741,CC1(CC1)OC=O,(1-methylcyclopropyl)formate,CC1(CC1)C(=O)[O-],CC1(OC=O)CC1,CC1(C(=O)O)CC1
1980,CC(=N)OC1CC1,cyclopropylethanimidate,C1(CC1)CC([O-])=N,CC(=N)OC1CC1,NC(=O)CC1CC1
1986,CC(=O)OC1CC1,cyclopropylacetate,C1(CC1)CC(=O)[O-],CC(=O)OC1CC1,O=C(O)CC1CC1
1992,NC(=O)OC1CC1,cyclopropylcarbamate,C1(CC1)NC([O-])=O,NC(=O)OC1CC1,O=C(O)NC1CC1
2277,N=COC1COC1,oxetan-3-ylmethanimidate,O1CC(C1)C([O-])=N,N=COC1COC1,NC(=O)C1COC1
2284,O=COC1CCC1,cyclobutylformate,C1(CCC1)C(=O)[O-],O=COC1CCC1,O=C(O)C1CCC1
2285,O=COC1COC1,oxetan-3-ylformate,O1CC(C1)C(=O)[O-],O=COC1COC1,O=C(O)C1COC1
2320,CC1CC1OC=O,(2-methylcyclopropyl)formate,CC1C(C1)C(=O)[O-],CC1CC1OC=O,CC1CC1C(=O)O
2327,OC1CC1OC=N,(2-hydroxycyclopropyl)methanimidate,OC1C(C1)C([O-])=N,N=COC1CC1O,NC(=O)C1CC1O
2328,OC1CC1OC=O,(2-hydroxycyclopropyl)formate,OC1C(C1)C(=O)[O-],O=COC1CC1O,O=C(O)C1CC1O
2406,OC1C2NC1C2=O,6-hydroxy-2-azabicyclo[1.1.1]pentan-4-one,,O=C1C2NC1C2O,
2418,CC12CC3C1OC23,"1-methyl-3-oxatricyclo[3.1.0.02,4]hexane",CC12C3OC3C2C1,CC12CC3C1OC32,CC12CC1C1OC12
2419,CC12CN3C1CC23,"4-methyl-1-azatricyclo[2.2.0.02,5]hexane",CC12CC3N2CC13,CC12CN3C1CC32,CC12CC3C1CN32
2421,CC12NC3C1OC23,"1-methyl-3-oxa-7-azatricyclo[2.2.0.02,6]hexane",,CC12NC3C1OC32,
2422,CC12OC3C1CC23,"2-methyl-3-oxatricyclo[3.2.0.02,6]heptane",CC12C3CC2C3CO1,CC12OC3C1CC32,CC12OCC3C1CC32
2423,CC12OC3C1NC23,"2-methyl-3-oxa-6-azatricyclo[3.2.0.02,7]heptane",CC12C3C2NC3CO1,CC12OC3C1NC32,CC12OCC3NC1C32
2424,CC12OC3C1OC23,"2-methyl-3,6-dioxatricyclo[3.1.0.02,4]hexane",CC12C3OC3C2O1,CC12OC3C1OC32,CC12OC1C1OC12
2425,OC12CC3C1CC23,"tricyclo[2.2.0.02,6]hexan-1-ol",C12(C3CC2CC31)O,OC12CC3C1CC32,OC12C3CC1C2C3
2426,OC12CC3C1OC23,"3-oxatricyclo[2.2.0.02,6]hexan-1-ol",C12(C3OC2CC31)O,OC12CC3C1OC32,OC12C3CC1C2O3
2427,OC12CN3C1CC23,"1-azatricyclo[2.2.0.02,5]hexan-4-ol",N12C3CC2(C3C1)O,OC12CN3C1CC32,OC12CC3C1CN32
2431,CC12CC3OC1C23,"1-methyl-3-oxatricyclo[2.2.0.02,6]hexane",CC12C3OC2CC31,CC12CC3OC1C32,CC12C3CC1C2O3
2436,OC12CN3CC1C23,"4-azatricyclo[2.2.0.02,6]hexan-1-ol",C12(C3CN2CC31)O,OC12CN3CC1C32,OC12C3CN1CC32
2489,OC12CC3C(C1)C23,"tricyclo[2.2.0.02,6]hexan-2-ol",C12C3(CC2CC31)O,OC12CC3C(C1)C32,OC12CC3CC1C32
2623,N=COCCC#C,but-3-ynylmethanimidate,C(CC#C)C([O-])=N,C#CCCOC=N,C#CCCC(N)=O
2633,O=COCCC#C,but-3-ynylformate,C(CC#C)C(=O)[O-],C#CCCOC=O,C#CCCC(=O)O
2649,CC#CCOC=N,but-2-ynylmethanimidate,C(C#CC)C([O-])=N,CC#CCOC=N,CC#CCC(N)=O
2650,CC#CCOC=O,but-2-ynylformate,C(C#CC)C(=O)[O-],CC#CCOC=O,CC#CCC(=O)O
3003,COC(=O)N1CC1,methylaziridine-1-carboxylate,CC1N(C1)C(=O)[O-],COC(=O)N1CC1,CC1CN1C(=O)O
3226,CC12CC1N1CC21,"5-methyl-1-azatricyclo[3.1.0.02,4]hexane",CC12C3CC3N2C1,CC12CC1N1CC12,CC12CN1C1CC12
3227,CC12CN1C1CC21,"4-methyl-1-azatricyclo[2.1.0.02,5]pentane",CC12CC3N2C13,CC12CN1C1CC12,CC12CC3C1N32
3265,C1CN=COCO1,"5,6-dihydro-1,3,6-dioxazepine",O1COCCNC1,C1=NCCOCO1,C1COCOCN1
3478,CC12C3C4C(C13)N24,"2-methyl-1-azatetracyclo[2.2.0.02,6.03,5]hexane",CC12N3C2C2C3C12,CC12C3C4C(C31)N42,CC12C3C4C3N1C42
3479,CC12C3C4C1N4C23,"4-methyl-1-azatetracyclo[2.2.0.02,6.03,5]hexane",CC12C3C4N2C4C13,CC12C3C4C1N4C32,CC12C3C4C(C31)N42
3482,OC12C3C4C1N4C23,"1-azatetracyclo[2.2.0.02,6.03,5]hexan-4-ol",N12C3C4C2(C4C31)O,OC12C3C4C1N4C32,OC12C3C4C(C31)N42
3485,C1C2CC3OC2C13,"3-oxatricyclo[2.2.1.02,6]heptane",C12C3OC(CC31)C2,C1C2CC3C1OC23,C1C2CC3C1C3O2
3524,C1OC11C2CC1O2,"spiro[5-oxabicyclo[2.1.1]hexane-2,2'-oxirane]",O1C2(C1)C1OC(C2)C1,C1C2OC1C21CO1,C1C2CC3(CO3)C1O2
3525,CC1C2C3CC2C13,"3-methyltricyclo[2.2.0.02,6]hexane",CC1C2C3C2CC13,CC1C2C3CC2C13,CC1C2CC3C1C23
3527,CC1C2C3CN2C13,"3-methyl-1-azatricyclo[2.2.0.02,6]hexane",CC1C2N3C2CC13,CC1C2C3CN2C13,CC1C2CC3C1N23
3528,CC1C2C3OC2C13,"5-methyl-3-oxatricyclo[2.2.0.02,6]hexane",CC1C2OC3C2C13,CC1C2C3OC2C13,CC1C2OC3C1C23
3529,CN1C2C3CC2C13,"3-methyl-3-azatricyclo[2.2.0.02,6]hexane",CN1C2C3C2CC13,CN1C2C3CC2C31,CN1C2CC3C2C31
3530,CN1C2C3NC2C13,"3-methyl-3,5-diazatricyclo[2.2.0.02,6]hexane",CN1C2C3C2NC13,CN1C2C3NC2C31,CN1C2NC3C2C31
3531,CN1C2C3OC2C13,"5-methyl-3-oxa-5-azatricyclo[2.2.0.02,6]hexane",CN1C2OC3C2C13,CN1C2C3OC2C31,CN1C2OC3C2C31
3532,OC1C2C3CC2C13,"tricyclo[2.2.0.02,6]hexan-3-ol",C12C3C(C2CC31)O,OC1C2C3CC2C13,OC1C2CC3C1C23
3534,OC1C2C3OC2C13,"3-oxatricyclo[2.2.0.02,6]hexan-5-ol",C12C3OC2C(C31)O,OC1C2C3OC2C13,OC1C2OC3C1C23
3541,C1OC2C3OC2C13,"3,6-dioxatricyclo[3.2.0.02,7]heptane",C12C3OCC2OC31,C1OC2C3OC2C13,C1OC2C3OC1C23
3542,O=C1C2C3C1CN23,"1-azatricyclo[2.2.0.02,6]hexan-3-one",N12C3C(C2CC31)=O,O=C1C2CN3C1C23,O=C1C2CC3C1N23
3547,O=C1C2CC3C2N13,"1-azatricyclo[2.2.0.02,6]hexan-5-one",N12C3CC2C(C31)=O,O=C1C2CC3C2N13,O=C1C2CC3C1N23
3548,CC1C2C3C1CN23,"3-methyl-1-azatricyclo[2.2.0.02,6]hexane",CC1C2N3C2CC13,CC1C2CN3C1C23,CC1C2CC3C1N23
3555,OC1C2C3C1CN23,"1-azatricyclo[2.2.0.02,6]hexan-3-ol",N12C3C(C2CC31)O,OC1C2CN3C1C23,OC1C2CC3C1N23
3567,C1C2C3OCC3N12,"3-oxa-1-azatricyclo[3.2.0.02,4]heptane",N12C3OC3C2CC1,C1OC2C1N1CC21,C1CN2C1C1OC12
3608,C1C2CC3OC1C23,"6-oxatricyclo[3.1.1.03,6]heptane",,C1C2CC3OC1C23,
3609,C1C2OC3CN1C23,"6-oxa-3-azatricyclo[3.2.1.03,8]octane",C12CN3CC(OC1)C23,C1C2OC3CN1C23,C1OC2CN3CC1C23
3617,C1C2OCC3C2N13,"4-oxa-1-azatricyclo[3.2.0.02,7]heptane",N12C3COC2CC31,C1OC2CN3C1C23,C1OC2CC3C1N23
3620,C1C2C3C4C1C2N34,"3-azatetracyclo[3.2.0.02,7.03,6]heptane",C12C3N4CC2C4C31,C1C2C3C1C1C2N31,C1C2C3C4C2N1C34
3621,C1C2C3C4C2C1N34,"1-azatetracyclo[3.2.0.02,7.04,6]heptane",N12C3CC4C2C4C31,C1C2C3C1N1C2C31,C1C2C3C2N2C1C32
3622,C1C2C3C4C3C2C14,"tetracyclo[3.2.0.02,7.04,6]heptane",C12C3CC4C2C4C31,C1C2C3C1C1C2C31,C1C2C3C2C2C1C32
3623,C1C2C3C4C3N1C24,"1-azatetracyclo[3.2.0.02,7.04,6]heptane",N12C3CC4C2C4C31,C1C2C3C4C2N1C34,C1C2C3C2N2C1C32
3624,C1C2C3C4C3N2C14,"1-azatetracyclo[3.2.0.02,7.04,6]heptane",N12C3CC4C2C4C31,C1C2C3C4C1N2C34,C1C2C3C2N2C1C32
3625,O1C2C3C4C1C2N34,"7-oxa-1-azatetracyclo[4.2.0.02,5.03,8]octane",N12C3C4CC3C2OC41,O1C2C3C1C1C2N31,C1C2C3OC4C1C2N34
3626,O1C2C3C4C3C2C14,"3-oxatetracyclo[3.2.0.02,7.04,6]heptane",C12C3OC4C2C4C31,O1C2C3C1C1C2C31,O1C2C3C2C2C1C32
3827,N=C1C=CNN=N1,1H-triazin-4-imine,N1C=NC(N=C1)=N,Nc1ccnnn1,Nc1ncncn1
3831,N=C1C=NNN=C1,2H-triazin-5-imine,,Nc1cnnnc1,
3835,N=C1C=NON=N1,oxatriazin-4-imine,,N=c1cnonn1,
3837,N=C1N=CON=N1,oxatriazin-4-imine,,N=c1nconn1,
3838,N=C1N=NNN=N1,2H-pentazin-5-imine,,Nc1nnnnn1,
3839,N=C1N=NON=N1,oxatetrazin-4-imine,,N=c1nnonn1,
3843,N=C1NN=NC=C1,1H-triazin-6-imine,N1C=NC=NC1=N,Nc1ccnnn1,Nc1ncncn1
3844,N=C1NN=NC=N1,1H-tetrazin-6-imine,N1N=NN=CC1=N,Nc1ncnnn1,Nc1cnnnn1
3849,N=C1ON=NC=N1,oxatriazin-6-imine,O1N=NN=CC1=N,N=c1ncnno1,N=c1cnnno1
3899,O=C1N=NON=N1,oxatetrazin-4-one,,O=c1nnonn1,
3903,O=C1NN=NC=C1,1H-triazin-6-one,N1C=NC=NC1=O,O=c1cc[nH]nn1,O=c1nc[nH]cn1
3909,O=C1ON=NC=N1,oxatriazin-6-one,O1N=NN=CC1=O,O=c1ncnno1,O=c1cnnno1
4139,ON=C1C2NC1C2O,6-hydroxyimino-2-azabicyclo[1.1.1]pentan-4-ol,,ON=C1C2NC1C2O,
4140,ON=C1C2OC1C2O,6-hydroxyimino-5-oxabicyclo[2.1.1]hexan-2-ol,ON=C1C2C(CC1O2)O,ON=C1C2OC1C2O,ON=C1C2CC(O)C1O2
5159,N=COC1=CC=CN1,1H-pyrrol-2-ylmethanimidate,N1C(=CC=C1)C([O-])=N,N=COc1ccc[nH]1,NC(=O)c1ccc[nH]1
5160,N=COC1=CC=CO1,furan-2-ylmethanimidate,O1C(=CC=C1)C([O-])=N,N=COc1ccco1,NC(=O)c1ccco1
5161,N=COC1=CN=CN1,1H-imidazol-5-ylmethanimidate,N1C=NC=C1C([O-])=N,N=COc1c[nH]cn1,NC(=O)c1c[nH]cn1
5162,N=COC1=CN=CO1,"1,3-oxazol-5-ylmethanimidate",O1C=NC=C1C([O-])=N,N=COc1cnco1,NC(=O)c1cnco1
5163,N=COC1=NC=CN1,1H-imidazol-2-ylmethanimidate,N1C(=NC=C1)C([O-])=N,N=COc1ncc[nH]1,NC(=O)c1ncc[nH]1
5164,N=COC1=NC=CO1,"1,3-oxazol-2-ylmethanimidate",O1C(=NC=C1)C([O-])=N,N=COc1ncco1,NC(=O)c1ncco1
5177,O=COC1=CC=CN1,1H-pyrrol-2-ylformate,N1C(=CC=C1)C(=O)[O-],O=COc1ccc[nH]1,O=C(O)c1ccc[nH]1
5178,O=COC1=CC=CO1,furan-2-ylformate,O1C(=CC=C1)C(=O)[O-],O=COc1ccco1,O=C(O)c1ccco1
5179,O=COC1=CN=CN1,1H-imidazol-5-ylformate,N1C=NC=C1C(=O)[O-],O=COc1c[nH]cn1,O=C(O)c1c[nH]cn1
5180,O=COC1=CN=CO1,"1,3-oxazol-5-ylformate",O1C=NC=C1C(=O)[O-],O=COc1cnco1,O=C(O)c1cnco1
5181,O=COC1=NC=CN1,1H-imidazol-2-ylformate,N1C(=NC=C1)C(=O)[O-],O=COc1ncc[nH]1,O=C(O)c1ncc[nH]1
5182,O=COC1=NC=CO1,"1,3-oxazol-2-ylformate",O1C(=NC=C1)C(=O)[O-],O=COc1ncco1,O=C(O)c1ncco1
5186,N=COC1=CNC=C1,1H-pyrrol-3-ylmethanimidate,N1C=C(C=C1)C([O-])=N,N=COc1cc[nH]c1,NC(=O)c1cc[nH]c1
5187,N=COC1=CNC=N1,1H-imidazol-4-ylmethanimidate,N1C=NC(=C1)C([O-])=N,N=COc1c[nH]cn1,NC(=O)c1c[nH]cn1
5188,N=COC1=COC=C1,furan-3-ylmethanimidate,O1C=C(C=C1)C([O-])=N,N=COc1ccoc1,NC(=O)c1ccoc1
5189,N=COC1=COC=N1,"1,3-oxazol-4-ylmethanimidate",O1C=NC(=C1)C([O-])=N,N=COc1cocn1,NC(=O)c1cocn1
5198,O=COC1=CNC=C1,1H-pyrrol-3-ylformate,N1C=C(C=C1)C(=O)[O-],O=COc1cc[nH]c1,O=C(O)c1cc[nH]c1
5199,O=COC1=CNC=N1,1H-imidazol-4-ylformate,N1C=NC(=C1)C(=O)[O-],O=COc1c[nH]cn1,O=C(O)c1c[nH]cn1
5200,O=COC1=COC=C1,furan-3-ylformate,O1C=C(C=C1)C(=O)[O-],O=COc1ccoc1,O=C(O)c1ccoc1
5201,O=COC1=COC=N1,"1,3-oxazol-4-ylformate",O1C=NC(=C1)C(=O)[O-],O=COc1cocn1,O=C(O)c1cocn1
5802,CC(C)(C)OC(N)=O,tert-butylcarbamate,C(C)(C)(C)NC([O-])=O,CC(C)(C)OC(N)=O,CC(C)(C)NC(=O)O
5921,CC(C)(OC=N)C#C,2-methylbut-3-yn-2-ylmethanimidate,CC(C)(C#C)C([O-])=N,C#CC(C)(C)OC=N,C#CC(C)(C)C(N)=O
5922,CC(C)(OC=N)C#N,2-cyanopropan-2-ylmethanimidate,C(#N)C(C)(C)C([O-])=N,CC(C)(C#N)OC=N,CC(C)(C#N)C(N)=O
5923,CC(C)(OC=O)C#C,2-methylbut-3-yn-2-ylformate,CC(C)(C#C)C(=O)[O-],C#CC(C)(C)OC=O,C#CC(C)(C)C(=O)O
5924,CC(C)(OC=O)C#N,2-cyanopropan-2-ylformate,C(#N)C(C)(C)C(=O)[O-],CC(C)(C#N)OC=O,CC(C)(C#N)C(=O)O
5929,CC(C)(OC=N)C=O,(2-methyl-1-oxopropan-2-yl)methanimidate,CC(C=O)(C)C([O-])=N,CC(C)(C=O)OC=N,CC(C)(C=O)C(N)=O
5930,CC(C)(OC=O)C=O,(2-methyl-1-oxopropan-2-yl)formate,CC(C=O)(C)C(=O)[O-],CC(C)(C=O)OC=O,CC(C)(C=O)C(=O)O
5949,CC(C)(CO)OC=N,(1-hydroxy-2-methylpropan-2-yl)methanimidate,OCC(C)(C)C([O-])=N,CC(C)(CO)OC=N,CC(C)(CO)C(N)=O
5950,CC(C)(CO)OC=O,(1-hydroxy-2-methylpropan-2-yl)formate,OCC(C)(C)C(=O)[O-],CC(C)(CO)OC=O,CC(C)(CO)C(=O)O
5954,CCC(C)(C)OC=O,2-methylbutan-2-ylformate,CC(C)(CC)C(=O)[O-],CCC(C)(C)OC=O,CCC(C)(C)C(=O)O
6069,CC(=O)COC(N)=O,2-oxopropylcarbamate,O=C(CNC([O-])=O)C,CC(=O)COC(N)=O,CC(=O)CNC(=O)O
6077,NC(=O)COC(N)=O,(2-amino-2-oxoethyl)carbamate,NC(CNC([O-])=O)=O,NC(=O)COC(N)=O,NC(=O)CNC(=O)O
6091,CC(C)COC(N)=O,2-methylpropylcarbamate,CC(CNC([O-])=O)C,CC(C)COC(N)=O,CC(C)CNC(=O)O
6101,CC(O)COC(N)=O,2-hydroxypropylcarbamate,OC(CNC([O-])=O)C,CC(O)COC(N)=O,CC(O)CNC(=O)O
6306,CC(OC(C)=O)C#C,but-3-yn-2-ylacetate,CC(C#C)CC(=O)[O-],C#CC(C)OC(C)=O,C#CC(C)CC(=O)O
6308,CC(OC(N)=O)C#C,but-3-yn-2-ylcarbamate,CC(C#C)NC([O-])=O,C#CC(C)OC(N)=O,C#CC(C)NC(=O)O
6309,CC(OC(N)=O)C#N,1-cyanoethylcarbamate,C(#N)C(C)NC([O-])=O,CC(C#N)OC(N)=O,CC(C#N)NC(=O)O
6319,CC(OC(C)=O)C=O,1-oxopropan-2-ylacetate,O=CC(C)CC(=O)[O-],CC(=O)OC(C)C=O,CC(C=O)CC(=O)O
6320,CC(OC(N)=O)C=O,1-oxopropan-2-ylcarbamate,O=CC(C)NC([O-])=O,CC(C=O)OC(N)=O,CC(C=O)NC(=O)O
6327,CN=C(C)OC(C)=O,"(C,N-dimethylcarbonimidoyl)acetate",CC(=NC)CC(=O)[O-],CN=C(C)OC(C)=O,CN=C(C)CC(=O)O
6389,CC(CO)OC(C)=O,1-hydroxypropan-2-ylacetate,OCC(C)CC(=O)[O-],CC(=O)OC(C)CO,CC(CO)CC(=O)O
6390,CC(CO)OC(N)=O,1-hydroxypropan-2-ylcarbamate,OCC(C)NC([O-])=O,CC(CO)OC(N)=O,CC(CO)NC(=O)O
6395,CCC(C)OC(C)=O,butan-2-ylacetate,CC(CC)CC(=O)[O-],CCC(C)OC(C)=O,CCC(C)CC(=O)O
6396,CCC(C)OC(N)=O,butan-2-ylcarbamate,CC(CC)NC([O-])=O,CCC(C)OC(N)=O,CCC(C)NC(=O)O
6482,CC(=N)OC1(C)CC1,(1-methylcyclopropyl)ethanimidate,CC1(CC1)CC([O-])=N,CC(=N)OC1(C)CC1,CC1(CC(N)=O)CC1
6488,CC(=O)OC1(C)CC1,(1-methylcyclopropyl)acetate,CC1(CC1)CC(=O)[O-],CC(=O)OC1(C)CC1,CC1(CC(=O)O)CC1
6494,CC1(CC1)OC(N)=O,(1-methylcyclopropyl)carbamate,CC1(CC1)NC([O-])=O,CC1(OC(N)=O)CC1,CC1(NC(=O)O)CC1
6627,CC#CCOC(C)=O,but-2-ynylacetate,C(C#CC)CC(=O)[O-],CC#CCOC(C)=O,CC#CCCC(=O)O
6628,CC#CCOC(N)=O,but-2-ynylcarbamate,C(C#CC)NC([O-])=O,CC#CCOC(N)=O,CC#CCNC(=O)O
6644,CC(=N)OCCC#C,but-3-ynylethanimidate,C(CC#C)CC([O-])=N,C#CCCOC(C)=N,C#CCCCC(N)=O
6653,CC(=O)OCCC#C,but-3-ynylacetate,C(CC#C)CC(=O)[O-],C#CCCOC(C)=O,C#CCCCC(=O)O
6662,NC(=O)OCCC#C,but-3-ynylcarbamate,C(CC#C)NC([O-])=O,C#CCCOC(N)=O,C#CCCNC(=O)O
6663,NC(=O)OCCC#N,2-cyanoethylcarbamate,C(#N)CCNC([O-])=O,N#CCCOC(N)=O,N#CCCNC(=O)O
6681,NC(=O)OCCC=O,3-oxopropylcarbamate,O=CCCNC([O-])=O,NC(=O)OCCC=O,O=CCCNC(=O)O
6771,CCCCOC(N)=O,butylcarbamate,C(CCC)NC([O-])=O,CCCCOC(N)=O,CCCCNC(=O)O
6784,COCCOC(N)=O,2-methoxyethylcarbamate,COCCNC([O-])=O,COCCOC(N)=O,COCCNC(=O)O
6788,NC(=O)OCCCO,3-hydroxypropylcarbamate,OCCCNC([O-])=O,NC(=O)OCCCO,O=C(O)NCCCO
6918,CC1(C)CC1OC=O,"(2,2-dimethylcyclopropyl)formate",CC1(C(C1)C(=O)[O-])C,CC1(C)CC1OC=O,CC1(C)CC1C(=O)O
6924,CC1(O)CC1OC=N,(2-hydroxy-2-methylcyclopropyl)methanimidate,OC1(C(C1)C([O-])=N)C,CC1(O)CC1OC=N,CC1(O)CC1C(N)=O
6925,CC1(O)CC1OC=O,(2-hydroxy-2-methylcyclopropyl)formate,OC1(C(C1)C(=O)[O-])C,CC1(O)CC1OC=O,CC1(O)CC1C(=O)O
7015,N=C(CC#C)OC=O,but-3-ynimidoylformate,C(CC#C)(=N)C(=O)[O-],C#CCC(=N)OC=O,C#CCC(=N)C(=O)O
7017,N=C(CC#N)OC=O,(2-cyanoethanimidoyl)formate,C(#N)CC(=N)C(=O)[O-],N#CCC(=N)OC=O,N#CCC(=N)C(=O)O
7026,N=C(CC=O)OC=O,3-oxopropanimidoylformate,O=CCC(=N)C(=O)[O-],N=C(CC=O)OC=O,N=C(CC=O)C(=O)O
7031,N=CNC(=O)OC=N,methanimidoylcarbamoylmethanimidate,C(=N)NC(=O)C([O-])=N,N=CNC(=O)OC=N,N=CNC(=O)C(N)=O
7033,N=COC(=O)NC=O,formylcarbamoylmethanimidate,C(=O)NC(=O)C([O-])=N,N=COC(=O)NC=O,NC(=O)C(=O)NC=O
7041,CC#CC(=N)OC=O,but-2-ynimidoylformate,C(C#CC)(=N)C(=O)[O-],CC#CC(=N)OC=O,CC#CC(=N)C(=O)O
7054,CC#CC(C)OC=N,pent-3-yn-2-ylmethanimidate,CC(C#CC)C([O-])=N,CC#CC(C)OC=N,CC#CC(C)C(N)=O
7055,CC#CC(C)OC=O,pent-3-yn-2-ylformate,CC(C#CC)C(=O)[O-],CC#CC(C)OC=O,CC#CC(C)C(=O)O
7067,CC(CC#C)OC=N,pent-4-yn-2-ylmethanimidate,CC(CC#C)C([O-])=N,C#CCC(C)OC=N,C#CCC(C)C(N)=O
7068,CC(CC#C)OC=O,pent-4-yn-2-ylformate,CC(CC#C)C(=O)[O-],C#CCC(C)OC=O,C#CCC(C)C(=O)O
7070,CC(CC#N)OC=N,1-cyanopropan-2-ylmethanimidate,C(#N)CC(C)C([O-])=N,CC(CC#N)OC=N,CC(CC#N)C(N)=O
